24/05/04 17:33:39 | INFO | root | Reading sequences from /work/ratul1/curwen/Lanmodulin-data/fasta/Half_designs.fasta
24/05/04 17:33:39 | INFO | root | Loaded 525 sequences from /work/ratul1/curwen/Lanmodulin-data/fasta/Half_designs.fasta
24/05/04 17:33:39 | INFO | root | Loading model
24/05/04 17:34:14 | INFO | root | Starting Predictions
24/05/04 17:34:20 | INFO | root | Predicted structure for 300_(ef4,ef2)_(WP_024878302-1,WP_244536190-1)|('WP_024878302-1', 'head')|('WP_024878302-1', 'ef4')|('WP_024878302-1', 'linker1')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'tail') with length 57, pLDDT 86.3, pTM 0.728 in 0.3s (amortized, batch size 17). 1 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 444_(ef1,ef3)_(WP_036280395-1,WP_026016174-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 59, pLDDT 81.2, pTM 0.676 in 0.2s (amortized, batch size 17). 213 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 445_(ef1,ef3)_(WP_036280395-1,WP_074826049-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 59, pLDDT 77.4, pTM 0.611 in 0.2s (amortized, batch size 17). 214 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 446_(ef1,ef3)_(WP_036280395-1,MCJ2031403-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 59, pLDDT 81.7, pTM 0.668 in 0.2s (amortized, batch size 17). 215 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 447_(ef1,ef3)_(WP_036280395-1,WP_238256066-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 59, pLDDT 81.7, pTM 0.668 in 0.2s (amortized, batch size 17). 216 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 448_(ef1,ef3)_(WP_036280395-1,WP_231346494-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 59, pLDDT 81.7, pTM 0.668 in 0.2s (amortized, batch size 17). 217 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 449_(ef1,ef3)_(WP_036280395-1,OLB71496-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 59, pLDDT 83.0, pTM 0.700 in 0.2s (amortized, batch size 17). 218 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 450_(ef4,ef3)_(WP_024878302-1,MBV9520790-1)|('WP_024878302-1', 'head')|('WP_024878302-1', 'ef4')|('WP_024878302-1', 'linker1')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 59, pLDDT 84.1, pTM 0.697 in 0.2s (amortized, batch size 17). 219 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 457_(ef4,ef3)_(WP_024878302-1,MBV8427531-1)|('WP_024878302-1', 'head')|('WP_024878302-1', 'ef4')|('WP_024878302-1', 'linker1')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 59, pLDDT 84.0, pTM 0.718 in 0.2s (amortized, batch size 17). 220 / 525 completed.
24/05/04 17:34:54 | INFO | root | Predicted structure for 465_(ef4,ef3)_(WP_064033039-1,MBV9520790-1)|('WP_064033039-1', 'head')|('WP_064033039-1', 'ef4')|('WP_064033039-1', 'linker1')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 59, pLDDT 83.3, pTM 0.682 in 0.2s (amortized, batch size 17). 221 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 472_(ef4,ef3)_(WP_064033039-1,MBV8427531-1)|('WP_064033039-1', 'head')|('WP_064033039-1', 'ef4')|('WP_064033039-1', 'linker1')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 59, pLDDT 83.4, pTM 0.707 in 0.2s (amortized, batch size 17). 222 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 495_(ef4,ef3)_(WP_196407746-1,MBV9520790-1)|('WP_196407746-1', 'head')|('WP_196407746-1', 'ef4')|('WP_196407746-1', 'linker1')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 59, pLDDT 83.8, pTM 0.694 in 0.2s (amortized, batch size 17). 223 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 502_(ef4,ef3)_(WP_196407746-1,MBV8427531-1)|('WP_196407746-1', 'head')|('WP_196407746-1', 'ef4')|('WP_196407746-1', 'linker1')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 59, pLDDT 83.8, pTM 0.717 in 0.2s (amortized, batch size 17). 224 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 510_(ef4,ef3)_(WP_018267140-1,MBV9520790-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 59, pLDDT 83.4, pTM 0.697 in 0.2s (amortized, batch size 17). 225 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 517_(ef4,ef3)_(WP_018267140-1,MBV8427531-1)|('WP_018267140-1', 'head')|('WP_018267140-1', 'ef4')|('WP_018267140-1', 'linker1')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 59, pLDDT 83.6, pTM 0.719 in 0.2s (amortized, batch size 17). 226 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 151_(ef2,ef3)_(WP_209296140-1,WP_048445733-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 60, pLDDT 73.8, pTM 0.527 in 0.2s (amortized, batch size 17). 227 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 152_(ef2,ef3)_(WP_209296140-1,WP_147081983-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 60, pLDDT 75.1, pTM 0.616 in 0.2s (amortized, batch size 17). 228 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 153_(ef2,ef3)_(WP_209296140-1,WP_091858554-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 60, pLDDT 77.7, pTM 0.688 in 0.2s (amortized, batch size 17). 229 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 154_(ef2,ef3)_(WP_209296140-1,WP_147080767-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 60, pLDDT 75.8, pTM 0.664 in 0.2s (amortized, batch size 17). 230 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 156_(ef2,ef3)_(WP_209296140-1,WP_012453714-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 60, pLDDT 77.3, pTM 0.654 in 0.2s (amortized, batch size 17). 231 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 158_(ef2,ef3)_(WP_209296140-1,WP_003601797-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 60, pLDDT 77.3, pTM 0.654 in 0.2s (amortized, batch size 17). 232 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 159_(ef2,ef3)_(WP_209296140-1,WP_026016174-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 60, pLDDT 73.3, pTM 0.644 in 0.2s (amortized, batch size 17). 233 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 160_(ef2,ef3)_(WP_209296140-1,WP_074826049-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 60, pLDDT 72.4, pTM 0.489 in 0.2s (amortized, batch size 17). 234 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 161_(ef2,ef3)_(WP_209296140-1,MCJ2031403-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 60, pLDDT 77.3, pTM 0.654 in 0.2s (amortized, batch size 17). 235 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 162_(ef2,ef3)_(WP_209296140-1,WP_238256066-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 60, pLDDT 77.3, pTM 0.654 in 0.2s (amortized, batch size 17). 236 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 163_(ef2,ef3)_(WP_209296140-1,WP_231346494-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 60, pLDDT 77.3, pTM 0.654 in 0.2s (amortized, batch size 17). 237 / 525 completed.
24/05/04 17:34:57 | INFO | root | Predicted structure for 164_(ef2,ef3)_(WP_209296140-1,OLB71496-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 60, pLDDT 78.4, pTM 0.710 in 0.2s (amortized, batch size 17). 238 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 166_(ef2,ef3)_(WP_122402182-1,WP_048445733-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 60, pLDDT 73.7, pTM 0.526 in 0.2s (amortized, batch size 17). 239 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 167_(ef2,ef3)_(WP_122402182-1,WP_147081983-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 60, pLDDT 75.1, pTM 0.614 in 0.2s (amortized, batch size 17). 240 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 168_(ef2,ef3)_(WP_122402182-1,WP_091858554-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 60, pLDDT 77.6, pTM 0.683 in 0.2s (amortized, batch size 17). 241 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 169_(ef2,ef3)_(WP_122402182-1,WP_147080767-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 60, pLDDT 75.8, pTM 0.663 in 0.2s (amortized, batch size 17). 242 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 171_(ef2,ef3)_(WP_122402182-1,WP_012453714-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 60, pLDDT 77.3, pTM 0.656 in 0.2s (amortized, batch size 17). 243 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 173_(ef2,ef3)_(WP_122402182-1,WP_003601797-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 60, pLDDT 77.3, pTM 0.656 in 0.2s (amortized, batch size 17). 244 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 174_(ef2,ef3)_(WP_122402182-1,WP_026016174-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 60, pLDDT 73.4, pTM 0.646 in 0.2s (amortized, batch size 17). 245 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 175_(ef2,ef3)_(WP_122402182-1,WP_074826049-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 60, pLDDT 72.4, pTM 0.490 in 0.2s (amortized, batch size 17). 246 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 176_(ef2,ef3)_(WP_122402182-1,MCJ2031403-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 60, pLDDT 77.3, pTM 0.656 in 0.2s (amortized, batch size 17). 247 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 177_(ef2,ef3)_(WP_122402182-1,WP_238256066-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 60, pLDDT 77.3, pTM 0.656 in 0.2s (amortized, batch size 17). 248 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 178_(ef2,ef3)_(WP_122402182-1,WP_231346494-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 60, pLDDT 77.3, pTM 0.656 in 0.2s (amortized, batch size 17). 249 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 179_(ef2,ef3)_(WP_122402182-1,OLB71496-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 60, pLDDT 78.4, pTM 0.710 in 0.2s (amortized, batch size 17). 250 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 390_(ef1,ef3)_(MBI1981207-1,MBV9520790-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 60, pLDDT 83.9, pTM 0.708 in 0.2s (amortized, batch size 17). 251 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 397_(ef1,ef3)_(MBI1981207-1,MBV8427531-1)|('MBI1981207-1', 'head')|('MBI1981207-1', 'ef1')|('MBI1981207-1', 'linker1')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 60, pLDDT 85.2, pTM 0.744 in 0.2s (amortized, batch size 17). 252 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 435_(ef1,ef3)_(WP_036280395-1,MBV9520790-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 60, pLDDT 79.6, pTM 0.664 in 0.2s (amortized, batch size 17). 253 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 442_(ef1,ef3)_(WP_036280395-1,MBV8427531-1)|('WP_036280395-1', 'head')|('WP_036280395-1', 'ef1')|('WP_036280395-1', 'linker1')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 60, pLDDT 81.5, pTM 0.702 in 0.2s (amortized, batch size 17). 254 / 525 completed.
24/05/04 17:35:00 | INFO | root | Predicted structure for 150_(ef2,ef3)_(WP_209296140-1,MBV9520790-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 61, pLDDT 72.6, pTM 0.523 in 0.2s (amortized, batch size 17). 255 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 157_(ef2,ef3)_(WP_209296140-1,MBV8427531-1)|('WP_209296140-1', 'head')|('WP_209296140-1', 'ef2')|('WP_209296140-1', 'linker2')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 61, pLDDT 83.1, pTM 0.779 in 0.2s (amortized, batch size 16). 256 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 165_(ef2,ef3)_(WP_122402182-1,MBV9520790-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('MBV9520790-1', 'ef3')|('MBV9520790-1', 'tail') with length 61, pLDDT 72.6, pTM 0.523 in 0.2s (amortized, batch size 16). 257 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 172_(ef2,ef3)_(WP_122402182-1,MBV8427531-1)|('WP_122402182-1', 'head')|('WP_122402182-1', 'ef2')|('WP_122402182-1', 'linker2')|('MBV8427531-1', 'ef3')|('MBV8427531-1', 'tail') with length 61, pLDDT 83.1, pTM 0.779 in 0.2s (amortized, batch size 16). 258 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 225_(ef1,ef2)_(RTL87341-1,WP_244536190-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'tail') with length 61, pLDDT 80.5, pTM 0.643 in 0.2s (amortized, batch size 16). 259 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 255_(ef1,ef2)_(MBE7203409-1,WP_244536190-1)|('MBE7203409-1', 'head')|('MBE7203409-1', 'ef1')|('MBE7203409-1', 'linker1')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'tail') with length 61, pLDDT 80.8, pTM 0.690 in 0.2s (amortized, batch size 16). 260 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 270_(ef1,ef2)_(WP_243969199-1,WP_244536190-1)|('WP_243969199-1', 'head')|('WP_243969199-1', 'ef1')|('WP_243969199-1', 'linker1')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'tail') with length 61, pLDDT 80.6, pTM 0.685 in 0.2s (amortized, batch size 16). 261 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 330_(ef4,ef2)_(WP_244027711-1,WP_244536190-1)|('WP_244027711-1', 'head')|('WP_244027711-1', 'ef4')|('WP_244027711-1', 'linker1')|('WP_244536190-1', 'ef2')|('WP_244536190-1', 'tail') with length 61, pLDDT 83.0, pTM 0.700 in 0.2s (amortized, batch size 16). 262 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 136_(ef2,ef3)_(WP_024519214-1,WP_048445733-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_048445733-1', 'ef3')|('WP_048445733-1', 'tail') with length 62, pLDDT 75.2, pTM 0.596 in 0.2s (amortized, batch size 16). 263 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 137_(ef2,ef3)_(WP_024519214-1,WP_147081983-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_147081983-1', 'ef3')|('WP_147081983-1', 'tail') with length 62, pLDDT 73.2, pTM 0.558 in 0.2s (amortized, batch size 16). 264 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 138_(ef2,ef3)_(WP_024519214-1,WP_091858554-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_091858554-1', 'ef3')|('WP_091858554-1', 'tail') with length 62, pLDDT 72.3, pTM 0.641 in 0.2s (amortized, batch size 16). 265 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 139_(ef2,ef3)_(WP_024519214-1,WP_147080767-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_147080767-1', 'ef3')|('WP_147080767-1', 'tail') with length 62, pLDDT 73.7, pTM 0.635 in 0.2s (amortized, batch size 16). 266 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 141_(ef2,ef3)_(WP_024519214-1,WP_012453714-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_012453714-1', 'ef3')|('WP_012453714-1', 'tail') with length 62, pLDDT 74.1, pTM 0.636 in 0.2s (amortized, batch size 16). 267 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 143_(ef2,ef3)_(WP_024519214-1,WP_003601797-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_003601797-1', 'ef3')|('WP_003601797-1', 'tail') with length 62, pLDDT 74.1, pTM 0.636 in 0.2s (amortized, batch size 16). 268 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 144_(ef2,ef3)_(WP_024519214-1,WP_026016174-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_026016174-1', 'ef3')|('WP_026016174-1', 'tail') with length 62, pLDDT 76.0, pTM 0.698 in 0.2s (amortized, batch size 16). 269 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 145_(ef2,ef3)_(WP_024519214-1,WP_074826049-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_074826049-1', 'ef3')|('WP_074826049-1', 'tail') with length 62, pLDDT 74.9, pTM 0.573 in 0.2s (amortized, batch size 16). 270 / 525 completed.
24/05/04 17:35:03 | INFO | root | Predicted structure for 146_(ef2,ef3)_(WP_024519214-1,MCJ2031403-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('MCJ2031403-1', 'ef3')|('MCJ2031403-1', 'tail') with length 62, pLDDT 74.1, pTM 0.636 in 0.2s (amortized, batch size 16). 271 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 147_(ef2,ef3)_(WP_024519214-1,WP_238256066-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_238256066-1', 'ef3')|('WP_238256066-1', 'tail') with length 62, pLDDT 74.1, pTM 0.636 in 0.2s (amortized, batch size 16). 272 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 148_(ef2,ef3)_(WP_024519214-1,WP_231346494-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('WP_231346494-1', 'ef3')|('WP_231346494-1', 'tail') with length 62, pLDDT 74.1, pTM 0.636 in 0.2s (amortized, batch size 16). 273 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 149_(ef2,ef3)_(WP_024519214-1,OLB71496-1)|('WP_024519214-1', 'head')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'linker2')|('OLB71496-1', 'ef3')|('OLB71496-1', 'tail') with length 62, pLDDT 76.1, pTM 0.681 in 0.2s (amortized, batch size 16). 274 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 226_(ef1,ef2)_(RTL87341-1,TMJ90498-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('TMJ90498-1', 'ef2')|('TMJ90498-1', 'tail') with length 62, pLDDT 76.5, pTM 0.594 in 0.2s (amortized, batch size 16). 275 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 227_(ef1,ef2)_(RTL87341-1,WP_020174296-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_020174296-1', 'ef2')|('WP_020174296-1', 'tail') with length 62, pLDDT 79.7, pTM 0.610 in 0.2s (amortized, batch size 16). 276 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 228_(ef1,ef2)_(RTL87341-1,WP_099908472-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_099908472-1', 'ef2')|('WP_099908472-1', 'tail') with length 62, pLDDT 80.2, pTM 0.634 in 0.2s (amortized, batch size 16). 277 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 229_(ef1,ef2)_(RTL87341-1,WP_184513836-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_184513836-1', 'ef2')|('WP_184513836-1', 'tail') with length 62, pLDDT 78.5, pTM 0.596 in 0.2s (amortized, batch size 16). 278 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 230_(ef1,ef2)_(RTL87341-1,WP_183506314-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_183506314-1', 'ef2')|('WP_183506314-1', 'tail') with length 62, pLDDT 76.1, pTM 0.558 in 0.2s (amortized, batch size 16). 279 / 525 completed.
24/05/04 17:35:05 | INFO | root | Predicted structure for 231_(ef1,ef2)_(RTL87341-1,WP_092036464-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_092036464-1', 'ef2')|('WP_092036464-1', 'tail') with length 62, pLDDT 81.2, pTM 0.648 in 0.2s (amortized, batch size 16). 280 / 525 completed.
24/05/04 17:35:06 | INFO | root | Predicted structure for 232_(ef1,ef2)_(RTL87341-1,MBN9042672-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('MBN9042672-1', 'ef2')|('MBN9042672-1', 'tail') with length 62, pLDDT 81.4, pTM 0.663 in 0.2s (amortized, batch size 16). 281 / 525 completed.
24/05/04 17:35:06 | INFO | root | Predicted structure for 233_(ef1,ef2)_(RTL87341-1,NJM54704-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('NJM54704-1', 'ef2')|('NJM54704-1', 'tail') with length 62, pLDDT 79.3, pTM 0.634 in 0.2s (amortized, batch size 16). 282 / 525 completed.
24/05/04 17:35:06 | INFO | root | Predicted structure for 234_(ef1,ef2)_(RTL87341-1,WP_024519214-1)|('RTL87341-1', 'head')|('RTL87341-1', 'ef1')|('RTL87341-1', 'linker1')|('WP_024519214-1', 'ef2')|('WP_024519214-1', 'tail') with length 62, pLDDT 77.1, pTM 0.583 in 0.2s (amortized, batch size 16). 283 / 525 completed.
